review_id,review,date,sentiment_category,matched_positive_terms
97,"Terraza estupenda con buenas raciones y jarras de cerveza. Me quedé con ganas de probar las hamburguesas, así que tendré que volver. El servicio de Carlos de 10",2024-05-01,Positive,['hamburguesa']
99,"Sitio para todo: buenas hamburguesas, menú del día… Mi sitio favorito para merendar los domingos. Acogedor y con personal amable.",2024-01-01,Positive,['hamburguesa']
100,"Un maravilloso ambiente. Seguido de una amable oferta del camarero para ver si queríamos patatas, batatas o aros de cebolla acompañando a la hamburguesa que habíamos pedido. Acompañamiento por el que nos cobrarían sin avisar 2.60€ y 4€. Tened cuidado con esa cosas aquí.",2018-01-01,Positive,['hamburguesa']
101,"Yadiel es encantador, nos ha atendido muy bien y todo estaba riquísimo.
Se va a convertir en mi cafetería favorita sin duda",2024-07-01,Positive,['bien']
102,"Excelente lugar para ir a disfrutar de una comida en familia o amigos. Muy buena calidad de comida y una atencion de todos. Nos recibió Yadiel, quien ha sido muy atentos con nosotros! Sin dudas volveremos.",2024-05-01,Positive,"['buen', 'lugar', 'comida']"
103,"Hacía mucho que no iba, y todo sigue con la misma calidad y ganas de hacerlo bien.
El restaurante muy cuidado con un ambiente muy acogedor. Un sitio al que hay que ir.
Si ademas tienes la suerte de que tu camarera sea Brenda, no podrás estar mejor atendido.",2024-03-01,Neutral,['bien']
104,El sitio es genial!! Los camareros son muy amables y profesionales.  La estética del local es estupenda. La comida es muy muy buena.  Recomiendo ir.,2023-01-01,Positive,"['buen', 'comida']"
105,"Agradable cafetería, que mantiene su estilo tradicional de antaño, pero con toques hip y lounge añadidos por el grupo Musa. Entre la comida destaca la hamburguesa vegetariana, a mi juicio.",2022-01-01,Positive,"['hamburguesa', 'comida']"
106,"Lo conocimos porque es del grupo de restaurantes ""la Musa"". Las hamburguesas están muy ricas y son bastante grandes. También muy buenos los aros de cebolla y los postres. Para los amantes del vermú, lo tienen de varios sabores y es bastante artesanal.
Los camareros muy amables.
Buen ambiente.
Es un sitio un poco estrecho si vas un grupo grande, por ponerle algún ""pero"".
Volveremos.",2024-01-01,Positive,"['buen', 'hamburguesa']"
109,"El lugar se encuentra ubicado en una calle céntrica, fuimos una amiga y yo, por la recomendación de un familiar. El precio de las hamburguesas es accesible y el tamaño de estas te deja lleno y satisfecho. Dependiendo del tipo de hamburguesa puede o no tener patatas. En mi caso, ordene una Cheeseburguer y una ración de patatas y quede satisfecha.",2021-01-01,Positive,"['hamburguesa', 'lugar']"
110,"Gran servicio, debo darle las felicitaciones a los cocineros, pedi de hamburguesa la Grandburguer, muy buena y buen servicio. 👍🏽",2024-09-02,Positive,"['buen', 'hamburguesa']"
114,8/10 Las hamburguesas de HD están riquísimas y sobretodo la que lleva queso cheddar crujiente 😍 un sitio muy recomendable para ir a cenar o comer con amigos/ pareja…,2022-01-01,Positive,['hamburguesa']
115,"HD es una apuesta segura. La decoración vintage contrasta con el espíritu moderno de quienes lo regentan. El servicio es siempre amable y cercano, además de 100% pet friendly! La carta no varía, pero para los fieles está perfecta tal cual: una de mis hamburguesas preferidas en Madrid! Los batidos, la tarta de manzana... Desayuno, comida, merienda o cena, cualquier momento es bueno para sentarte en el sofá de HD.",2020-01-01,Positive,"['hamburguesa', 'comida']"
116,"No puedo bajar la valoración por su comida porque todo está magnífico, desde sus hamburguesas, hasta su tartar de atún o su risotto. Aconsejo probar tanto como desayuno o merienda o tanto como postre su tarta de zanahoria, es exquisita! Cada vez que puedo voy.",2022-01-01,Negative,"['hamburguesa', 'comida']"
117,"UN LOCAL CON AIRE OCHENTERO DONDE EL SERVICIO, LA CALIDAD Y VARIEDAD DE SUS PLATOS TE HACEN TRANSPORTARTE A LOS 70/80
LA DECORACIÓN DEL LUGAR ES UNO DE LOS PUNTOS CLAVES PARA LOGRAR UNA ATMÓSFERA ACOGEDORA
DESAYUNOS VARIADOS CON PAN DE TODAS LAS VARIEDADES Y LA OFERTA DE SUS SÁNDWICHES, BURGERS ETC NO TIENE NADA QUE ENVIDIAR A SU MENÚ DIARIO

VOLVERÉ MUCHAS MÁS VECES
100% RECOMENDABLE",2019-01-01,Positive,['lugar']
118,"Buen sitio para comer hamburguesas, sándwich, nachos... ese tipo de comida. El precio un poco elevado para el tipo de comida.
La terraza está bien y el servicio bueno aunque la lista para esperar la tienen un poco desorganizada.

Fecha: 02/10/2022",2023-01-01,Positive,"['buen', 'hamburguesa', 'comida', 'bien']"
119,"La calidad de los platos es buena, la atención puede mejorar",2023-01-01,Positive,['buen']
121,Buen lugar para merendar o comer. Yo he ido siempre a merendar pero tiene una desde meriendas a comidas. Carta muy variada y buenos precios. Buen ambiente y buen servicio. Totalmente recomendable 100%,2019-01-01,Positive,"['buen', 'lugar', 'comida']"
122,"Local Craft , cocina Excelente. Hamburguesas de las mejores de Madrid,  +400 primeras marcas de bebidas y coctelería , ginebras artesanales, destilados a mano. No puedes perdértelo, terraza de copeo... ambiente concurrido y buena música ...",2019-01-01,Positive,"['buen', 'hamburguesa']"
123,"Un sitio muy agradable ya sea para tomar algo, cenar o merendar.
Todas las veces que hemos ido el trato ha sido agradable y la comida muy buena.
Seguiremos viniendo!",2022-01-01,Positive,"['buen', 'comida']"
124,Hamburguesas muy elaboradas le doy un 8 a la hamburguesa. Tardaron un poco en servir por eso le doy 4 puntos. Si te gustan las hamburguesas debes visitarlo.,2020-01-01,Negative,['hamburguesa']
125,"Nos atendió Adrián y fue un servicio espectacular, nos recomendó muy buenas opciones como el sándwich de pollo frito y la hamburguesa americana y todo estaba riquísimo!",2023-12-01,Positive,['hamburguesa']
126,"Gran variedad de sándwiches y Hamburguesa, muy buen sabor y buena calidad .
El cofre es una pasada.",2022-01-01,Positive,['buen']
127,Gran variedad de cervezas. Hamburguesas muy ricas y carta completa y original. Suele estar lleno porque el sitio lo merece. Servicio atento y rápido,2022-01-01,Positive,['hamburguesa']
128,"Local de estética antigua, con una carta amplia en la que te puedes encontrar raciones, ensaladas, hamburguesas, ... Recomiendo la Burger, grande y con producto de calidad.
Los camareros son correctos, y el servicio rápido.
Se puede ir sin reserva, el local es bastante grande, y suele haber alguna mesita. La terraza también es bastante amplia.",2020-01-01,Neutral,['hamburguesa']
129,"La comida espectacular y el precio razonable, por poner un pero, la incomodidad de las sillas del interior y lo pequeñas que son las mesas.

Por lo demás todo genial ❤️",2022-01-01,Positive,['comida']
131,"Llegar sin reserva (éramos 2) un viernes a cenar es una locura, pero Adrián no sólo se preocupó de encontrarnos mesa, sino que estuvo pendiente en todo momento de nosotros y hasta me regañó (en plan bien, Adrián regaña bonito) por no terminar mi hamburguesa. Hacía años que no venía y cada vez es mejor. Enhorabuena.",2023-11-01,Negative,"['hamburguesa', 'bien']"
132,"Yadiel nos trato super bien! Muy atento a nosotras. Fui con tres amigas y me lo pase super bien, a pesar de estar super atareado nos trato muy bien, atento y servicial!",2024-05-01,Positive,['bien']
133,"Somos clientes habituales, la comida está riquísima y el trato cada día mejora, Yadiel ayer estuvo cuidando de nuestros peques y siempre con una gran sonrisa.",2024-05-01,Positive,['comida']
134,"Cafetería muy agradable para tomar aperitivo, comer, merendar o cenar!! Entre semana tienen menú y está muy bien! Muy recomendable el sitio!",2024-04-01,Positive,['bien']
135,"Sitio entrañable para ir solo o acompañado con buen servicio en general
La única pega es que las mesas son pequeñas están muy pegadas unas con otras.
Aconsejo reservar.",2023-01-01,Positive,['buen']
137,"El sitio nos gustó, buena atención y la comida es buena, tardan un poco en atender para no ser hora pico y lo único que no me gustó es que nos cobraron 4,3 por una cerveza  que dicen es ""medio litro"" y cuando la llevan a la mesa no llega ni a 300 ml",2024-03-01,Positive,"['buen', 'comida']"
139,"Buen servicio, atento y rápido. Calidad precio bien, hamburguesas geniales, con un queso endurecido muy peculiar.
Agradecidas con nuestra ya segunda visita.",2022-01-01,Positive,"['buen', 'hamburguesa', 'bien']"
140,"Llevo años pidiendo la famosa egg-burger.
Increíble el sabor de la carne.
El queso tostado al horno y el huevo potencian el sabor de la ternera.
Insisto: increíble el sabor de la carne.
No es barata, no es cara. Pero está tan buena que vale la pena el precio.
El sitio es genial, es una cafetería de hace 50 años bien conservada.
La pega que le pongo es que las mesas son muuuuy pequeñas y justas de tamaño.",2024-01-01,Positive,"['buen', 'bien']"
141,"Un lugar ideal para tomar una cerveza 🍻 o vermut 🍸, ricas berenjenas fritas (palabra de cordobés) y sus hamburguesas 🍔, todo un clásico de Madrid.",2024-05-01,Positive,"['hamburguesa', 'lugar']"
142,"Hamburguesa muy buena, quizás el pan un poco frío lo podrían calentar un poco. Y el gofre muy muy rico, se nota que es casero.
Los precios un poco ajustados.",2018-01-01,Positive,['buen']
143,"La hamburguesa italiana de las mejores q he probado.
Precio muy razonable y repetiré pronto.",2024-06-01,Neutral,['hamburguesa']
144,"Fui con unos amigos después de más de 5 años sin ir. Sus hamburguesas siguen estando buenas pero se han quedado un poco atrás con respecto a otros sitios con carne TOP. Sus nachos no los recomiendo. Sí su tarta de manzana, muy rica. Atención desigual, unos mejor que otros pero en general, correcta.. De 20 a 30 € persona.",2023-01-01,Positive,['hamburguesa']
145,"Me encanta este local, la comida está muy buena, en especial las hamburguesas.
La atención del personal es buenísima, son realmente majos y muy agradables!

Muy recomendable visitarlo, aparte que el sitio en si es bastante acogedor y merece la pena verlo!",2019-01-01,Positive,"['buen', 'hamburguesa', 'comida']"
146,Me encantó todo lo que probé. Diferentes tipos de hamburguesas y todas impresionantes.,2023-01-01,Positive,['hamburguesa']
148,"Calidad precio muy bien,y la atención bastante buena volvería otra vez.",2024-08-01,Positive,['buen']
149,"Le pongo un 4 porque lo único que le falla a este sitio es la lentitud del servicio a pesar de que son siempre varios camareros. Ha pasado desde que lo conozco hace mil años, pero por fin hoy me he animado a comentar a ver si se pudiera mejorar un poco el tiempo de espera hasta que te atienden. Tanto para tomar nota como para pedir cuenta.
Por lo demás la comida está buenísima y unos precios muy asequibles dada su calidad. El local ha mantenido su antigua estética de cuando estaban los Hermanos Diez y se está muy a gusto.",2023-01-01,Negative,['comida']
150,"¡¡Fenomenal!! Hemos ido a desayunar y al final tomamos el brunch de la carta, que de precio estaba muy muy bien (9'5€) y de cantidad generoso, además estaba riquísimo lo recomiendo sin dudar.",2019-01-01,Positive,['bien']
151,"Riquísimas hamburguesas, la carne es de muy buena calidad.
También es muy recomendable su brunch o simplemente ir a tomar un aperitivo.
Los camareros son muy amables.
Se recomienda reservar mesa.",2019-01-01,Positive,"['buen', 'hamburguesa']"
152,"En nuestra #RutaDelGofre visitamos este mítico lugar de Madrid. Aquí nos encontramos con un gofre de estilo americano, es decir, circular, crocante y de tamaño más que generoso. Nosotros lo acompañamos con una bola de helado de vainilla, aunque también puedes pedirte el Gofre HD, que viene en la parte de postres con varios toppings. De sabor dulce y textura crocante pero algo seco para nuestro gusto, eso sí, la bola de helado ayuda a equilibrarlo y hacía que cada bocado fuera una fiesta.",2017-01-01,Positive,['lugar']
154,"Fuimos 4 adultos y 3 niños pequeños. El menú me ha sorprendido gratamente:

- Las hamburguesas tienen una calidad brutal, la carne se nota que es de mucha calidad.
- Pedimos unas patatas bravas y la salsa es la auténtica, hecha de forma casera.
- También me gusto que tuviesen Lagunitas IPA de barril, es una de mis favoritas.

A destacar tambien la amabilidad y paciencia del personal. Repetiré seguro.",2023-11-01,Positive,['hamburguesa']
155,Comida excepcional y personal súper atento. Volveremos sin duda. 😉,2024-07-01,Positive,['comida']
156,"La comida ha estado muy buena! Recomendábamos la americana
Yadiel, muy buen tío!",2024-06-01,Positive,"['buen', 'comida']"
158,Un lugar de toda la vida con buenos platos y buen ambiente.,2024-08-01,Positive,"['buen', 'lugar']"
159,"¡Las mejores hamburguesas siempre! Me encanta el lugar, la comida y la atención!",2024-05-01,Positive,"['hamburguesa', 'lugar', 'comida']"
161,Excelente la comida y la atención mucho mejor! Súper recomendado,2024-07-01,Positive,['comida']
163,"Muy buena experiencia, rodeado de amigos y buena música. Sin duda un ambiente que se agradece. El camarero Adrián muy servicial y agradable. Como punto a destacar, el ron brugal no está a 8€ sino a 12€, por lo demás un 10 de sitio",2023-01-01,Positive,['buen']
164,"Experiencia fenomenal. La comida muy rica y el servicio muy atento, nos ha atendido Adrián y nos ha hecho sentir muy a gusto, recomendándonos los platos. Recomiendo el sándwich de pollo frito.",2023-12-01,Positive,['comida']
165,"Un clásico en Madrid, en el que retrocedes a los 60, donde te puedes tomar una buena hamburguesa y acabar con un gintonic. Servicio amable. Mejor reservar para poder sentarse.",2018-01-01,Negative,"['buen', 'hamburguesa']"
167,"Se está convirtiendo en un mítico de las hamburguesas, el local es una antigua cafetería de la zona, mantiene el mobiliario. La comida y el trato genial. Las mesas son bastante incómodas ya que son muy pequeñas.",2017-01-01,Positive,"['hamburguesa', 'comida']"
168,"excelente sitio, muy agradable, con ricas hamburguesas y  buenos desayunos,  pero la música ambiental de dentro podría estar mucho mejor.  Es demasiado estridente y ruidosa, creo que seria mejor una música ambiental a un volumen normal.  Se dificulta la comunicación mucho.  Creo que seria una mejora a implementar",2023-11-01,Positive,"['buen', 'hamburguesa']"
169,"El mejor bar/cafetería de Chamberí, ambiente auténtico, conserva la estética de los 60 con la que fue fundada esta casa. Comida para disfrutar, buen gusto por la música, trato inmejorable.",2023-12-01,Positive,"['buen', 'comida']"
170,El local esta bastante bien. Aunque últimamente los platos están un poco preparados a la carrera. Otras veces has estado mejor.,2018-01-01,Positive,['bien']
171,"Un sitio muy chulo con un salón está decorado con estilo antiguo.
El café estaba bien preparado y las tostadas ok, peor eso el precio está en otro escalón habitual a una cafetería.",2023-10-01,Neutral,['bien']
172,Buen ambiente todo genial el Camrero y Adiel muy atento,2024-07-01,Positive,['buen']
173,"Un lugar fantástico para desayunar, aunque tal vez tengas que madrugar un poco más para que la tortilla esté en su punto.",2024-03-01,Positive,['lugar']
174,Sitio brutal para comer hamburguesas. El pan de las hamburguesas es un lujo. Los aros de cebolla están perfectos. Los postres también están muy bueno. El trato siempre es perfecto las veces que hemos ido. Muy recomendable para degustar hamburguesas en Madrid,2023-01-01,Positive,['hamburguesa']
175,"Recomiendo las hamburguesas y sandwiches, tambien ir a desayunar, pero no hay que salirse de esto. Estuvimos ayer cenando y la verdad, es que fue un tanto decepcionante la comida. Pedimos una ensalada de Burrata y puerros, y bueno, una burrata en el medio del plato y 5 trocitos de puerro muy bien colocados alrededor de 4 canónigos...y luego un postre que se hacia llamar Lemon Pie, pero bastante malo, muy industrial, extra dulce y parecía hecho desde hace días ya que el merengue parecía chicle. Eso si, lo comentamos al camarero y recibió muy bienla críticica y nos dió las gracias. COmo siempre el servicio muy bueno.",2023-01-01,Negative,"['hamburguesa', 'comida', 'bien']"
177,Riquísimo café. Muy buenos desayunos y un personal atento y amable,2021-01-01,Positive,['buen']
178,"Cafetería ambientada en los años 70, muy agradable y con buen servicio. De la carta destacaría sus hamburguesas. Buen sitio también para tomar una copa tranquilamente. Los camareros siempre atentos y profesionales.",2023-01-01,Positive,"['buen', 'hamburguesa']"
179,"El ambiente es muy bueno y agradable... Tranquilo e ideal para trabajar mientras te tomas algo. Ponen un volumen adecuado de música y el decorado está muy bien. Un punto que me llamó la atención, es la reproducción de películas de Tim Burton, me pareció muy original . Merendamos.muy bien y el servicio muy bueno.",2021-01-01,Positive,['bien']
180,"Sinceramente, he pasado por este lugar cientos de veces y siempre pensé que era un buen lugar para parar a tomar una copa. Estaba MUY equivocado: ¡la comida es divina!
Comimos el tataki de atún y la ensalada buttata y compartimos papas fritas, y luego también compartimos una tarta de limón.
¡Todo fue absolutamente delicioso, cuidadosamente elaborado para ser agradable al paladar y a la vista! Mi única recomendación sería servir los puerros calientes en lugar de fríos (en la ensalada), ¡pero todo estuvo perfecto!
Punto extra: la lista de ginebra es interminable. Ven aquí y prueba una ginebra nueva cada vez.
¡Un saludo al personal que estaba muy ocupado y aún así logró ser absolutamente encantador!",2024-03-01,Positive,"['buen', 'lugar', 'comida']"
181,"Buen lugar para tomar un desayuno completo!

Probé el 'Sueco Brunch' servido con bagel de salmón, huevos revueltos y yogur con fresas. Se incluyen bebidas frías y calientes.

Estaba bueno y los ingredientes eran frescos. Notarás que los platos se preparan en el momento de pedirlos. Nada de sobras recalentadas.

También me gustó que esta cafetería también sea un buen lugar para almorzar solo.",2023-01-01,Positive,"['buen', 'lugar']"
182,"Muy buen desayuno. El desayuno vegetariano tiene una buena combinación de ingredientes frescos, no demasiado pesado pero que te mantiene lleno. El café es genial. El resto del menú tiene buena pinta, sirve para el brunch, el almuerzo y también para la cena.
El servicio es bueno y rápido.
Tienes asientos interiores y exteriores.
Disfruta 😊",2022-01-01,Positive,['buen']
183,"Gran lugar para desayunar y almorzar.
Nunca decepcionado",2024-07-01,Positive,['lugar']
184,¡Sin duda una de las mejores hamburguesas de la ciudad! Sus lados también son geniales. El precio no es tan malo para la comida. El ambiente también es acogedor y tienen una buena selección de cócteles.,2022-01-01,Neutral,"['buen', 'hamburguesa', 'comida']"
185,"¡Gran lugar para un buen almuerzo! Es un producto fresco y sabroso, muy buena relación calidad-precio. El personal es agradable y amigable. Buenas vibraciones también en el interior.",2022-01-01,Positive,"['buen', 'lugar']"
186,Éste era un lugar decente. Lamentablemente nos sirvieron pan mohoso dos veces. Desayunamos y almorzamos allí. La comida no era muy saludable pero estaba deliciosa (excepto el pan mohoso).,2023-01-01,Neutral,"['lugar', 'comida']"
187,"Lugar clásico y acogedor. Buena variedad de platos y bebidas (batidos, batidos, café, cócteles y otros). El servicio es rápido y los camareros amables y preparados. Precios un poco altos",2018-01-01,Positive,"['buen', 'lugar']"
188,"Me encanta este lugar. La comida es excelente, tienen opciones vegetarianas y la mejor parte es el menú de bebidas con una gran selección de licores. ¡El mejor lugar para los amantes del gin tonic! Me encanta el ambiente y la camarera también somos muy amables.
También aceptan tickets restaurantes :)",2017-01-01,Positive,"['lugar', 'comida']"
189,"Increíble lugar, Yadel fue super amable y la hamburguesa y yuca frita fue la mejor.",2024-05-01,Positive,"['hamburguesa', 'lugar']"
190,"¡Gran lugar! Me encantó. El personal es servicial y profesional. La comida es estupenda (buen club de sándwiches, sándwich vegetariano, hamburguesas y berenjenas crujientes).
El ambiente también es estupendo para tomar una copa y charlar con amigos.",2023-10-01,Positive,"['buen', 'hamburguesa', 'lugar', 'comida']"
191,"Comimos patatas bravas, croquetas y guacamole con totopos y todos estaban muy buenos. La tarta de queso estaba bien y el personal fue muy agradable.",2024-02-01,Positive,"['buen', 'bien']"
192,Excelente lugar para reuniones con café fuerte y comida sabrosa.,2023-12-01,Positive,"['lugar', 'comida']"
193,"La hamburguesa italiana es mi favorita😍 mi lugar favorito para ir con amigos... su ambiente es único y su equipo es el mejor!! Mención especial para Wilmar, siempre fue atento y muy amable, muy recomendable.…",2023-01-01,Positive,"['hamburguesa', 'lugar']"
194,¡Solo el ambiente salva este lugar!  cóctel terrible con un servicio no hermoso muy malo,2023-01-01,Negative,['lugar']
196,"De las mejores hamburguesas de Madrid... Muy concretamente, recomiendo la Hamburguesa Mexicana o la Japonesa. Me gusta mucho el ambiente, creo que era un bar antiguo y lo renovaron con un toque muy bonito de estilo moderno/antiguo.
También es un buen lugar para tomar una copa.
Es una pena que la terraza esté en una calle muy transitada y ruidosa.",2014-01-01,Positive,"['buen', 'hamburguesa', 'lugar']"
197,Hamburguesas muy ricas... ¡no hay lugar ni siquiera para el almuerzo entre semana! Hacer una reserva,2018-01-01,Neutral,"['hamburguesa', 'lugar']"
200,"Uno de nuestros lugares favoritos para un almuerzo tardío de fin de semana 😊 EXCELENTES hamburguesas, aros de yuca y cebolla, además de postres!!! El restaurante tiene un aire retro, por su larga vida en el barrio, pero con un toque moderno que lo hace muy atractivo!! ¡Cada experiencia que tuvimos aquí fue simplemente PERFECTA! Sin duda repetiré y por supuesto lo recomiendo!!",2019-01-01,Positive,"['hamburguesa', 'lugar']"
202,Un lugar muy agradable para estar ya que es un sitio de películas icónicas en Madrid. hamburguesas muy ricas,2023-10-01,Positive,"['hamburguesa', 'lugar']"
203,"¡¡Un gran lugar!!

Comida amable y sabrosa.  Gran decoración.",2024-02-01,Positive,"['lugar', 'comida']"
204,"Un hallazgo de calidad por aquí en un barrio repleto de nuevos locales de comida congelada barata. Un bar amplio, decoración de vieja escuela y comida de calidad. Menú creativo con sándwiches, ensaladas y hamburguesas (¡sándwich de pollo empanizado en panko con salsa tonkatsu!) y precios razonables. ¡Definitivamente vale la pena repetir!",2017-01-01,Positive,"['hamburguesa', 'comida']"
205,¿Buscas las mejores hamburguesas de Madrid? ¡No busques más! Si vas a Cafeteria HD podrás disfrutar de algunas de las mejores experiencias de hamburguesas de la ciudad. Utilizan dos tipos de aceite para freír sus deliciosas patatas fritas y sus hamburguesas siempre se presentan entre los mejores panecillos. La carne es increíble y los precios son razonables. Se encuentra cerca de la estación de Metro Islas Filipinas.,2013-01-01,Positive,['hamburguesa']
206,El lugar es muy bonito y el servicio fue perfecto. Conocido por sus hamburguesas pero con opciones vegetarianas. El menú diario cuesta 12€ y definitivamente están bien pagados allí.,2018-01-01,Positive,"['hamburguesa', 'lugar', 'bien']"
207,"La Hamburguesa Nacional en la Catalana en el bar HD Hermanos Díaz ....

seguro que se pondrá de moda y todos los catalanes que visiten Madrid harán una visita Argüelles para probar la

En ""la tierra"" hemos visto el acto de investidura, un show y la búsqueda en el Congreso de Diputadas y Diputados
En los medios de comunicación hemos visto en PS dejar su escaño de diputado y

la entrevista que le hizo JE en El HD un bar del barrio de Argüelles (el próximo lugar donde los catalanes nos tomaremos una de sus reconocidas hamburguesas para recordar lo que quedó patente ..... que Cataluña es una nación)

En las nubes queda la memoria y la podemos revivir cuando queramos, la podemos compartir y todos pueden cooperar más desde cualquier sitio a cualquier hora
La Hamburguesa Nacional en la Catalana en el bar HD Hermanos Díaz ....

seguro que se pondrá de moda y todos los catalanes que visiten Madrid harán una visita a Argüelles para probar la

En ""la tierra"" hemos visto el acto de investidura, un show y la cercada en el Congreso de Diputadas y Diputados
En los medios de comunicación hemos visto a PS dejar su escaño de diputado y

la entrevista que le hizo JE en L'HD un bar del barrio de Argüelles (el próximo lugar donde los catalanes nos tomaremos una de sus reconocidas hamburguesas para recordar lo que quedó patente ..... que Catalunya es una nación )

En las nubes queda la memoria y la podemos revivir cuando queramos, la podemos compartir y todo el mundo puede cooperar más desde cualquier sitio a cualquier hora",2017-01-01,Negative,"['hamburguesa', 'lugar']"
208,Hamburguesas deliciosas y patatas fritas caseras muy buenas. Personal amable y terraza. ¿Qué más se puede pedir?,2018-01-01,Positive,['hamburguesa']
210,"Una de mis hamburguesas favoritas en Madrid. Buen pan, carne y rellenos. Buena selección de cervezas y bebidas.",2014-01-01,Positive,"['buen', 'hamburguesa']"
211,"Tenía una hamburguesa clásica, estaba deliciosa y tenía un precio razonable. El lugar tiene una decoración y un ambiente geniales de los años 70.",2019-01-01,Positive,"['hamburguesa', 'lugar']"
212,"Tenía una hamburguesa clásica, era
sabroso y a un precio razonable.
El lugar tiene unos años 70 geniales.
decoración y ambiente.",2019-01-01,Positive,"['hamburguesa', 'lugar']"
213,Excelentes hamburguesas y menú de mediodía. Desayunos demasiado caros. Buen ambiente especialmente la cena. Aconsejable reservar.,2018-01-01,Positive,"['buen', 'hamburguesa']"
214,"Lugar recomendado con variedad de opciones.
¡La hamburguesa francesa con foie gras es simplemente perfecta!",2022-01-01,Positive,"['hamburguesa', 'lugar']"
215,"Una de las mejores hamburguesas de Madrid, excelente comida, excelente servicio y excelentes cócteles. Muy recomendable.",2019-01-01,Positive,"['hamburguesa', 'comida']"
216,La hamburguesa griega es realmente buena.,2016-01-01,Positive,"['buen', 'hamburguesa']"
217,Servicio y comida impresionantes. Me encantan los taburetes de la barra y la terraza exterior por igual. Volveremos pronto y a menudo.,2017-01-01,Positive,['comida']
219,Excelentes sándwiches y hamburguesas. Un lugar realmente agradable. Se llena a la hora del almuerzo local.,2019-01-01,Positive,"['hamburguesa', 'lugar']"
220,"Lugar particular, amueblado con atención al detalle, el único defecto son las pocas alternativas veganas/vegetarianas. Aconsejado.",2018-01-01,Neutral,['lugar']
221,Sin duda algunas de las mejores hamburguesas de Madrid. Gran ambiente antiguo en la decoración.,2016-01-01,Positive,['hamburguesa']
222,Un lugar muy agradable para relajarse y disfrutar de la música jazz y funky. Los platos son muy sabrosos y los precios no son caros para la calidad.,2017-01-01,Positive,['lugar']
223,"¡Muy buen lugar! El servicio es increíble, particularmente el camarero cubano, ¡muy agradable persona!",2022-01-01,Positive,"['buen', 'lugar']"
224,Una de las mejores hamburguesas y perritos calientes de la ciudad con un auténtico ambiente vintage. Genial para una primera cita informal ;),2017-01-01,Positive,['hamburguesa']
225,"Antigua cafetería reformada pero manteniendo ese aire vintage, y ofreciendo una amplia variedad de comida. Las hamburguesas son buenas.",2017-01-01,Positive,"['hamburguesa', 'comida']"
226,"Café de lugareños, comida súper concurrida, deliciosa, fresca y sin pretensiones. Precios asequibles y buen ambiente.",2017-01-01,Positive,"['buen', 'comida']"
227,"Comida sana, menús económicos, buen ambiente, personal muy amable, simpático y profesional.",2017-01-01,Positive,"['buen', 'comida']"
228,¡Muy bien! Buena comida y buen servicio ☺️,2023-01-01,Positive,"['buen', 'comida', 'bien']"
229,Tenían unas hamburguesas realmente buenas. La sangría también estuvo bien.,2017-01-01,Positive,"['hamburguesa', 'bien']"
230,Una de las mejores hamburguesas que comí en Madrid a precios razonables.,2016-01-01,Positive,['hamburguesa']
231,"Gran servicio, buena comida, recomiendo la hamburguesa italiana.",2018-01-01,Positive,"['buen', 'hamburguesa', 'comida']"
233,Cafetería con buena comida y amplia carta de cócteles. Fantástico pisco sour.,2019-01-01,Positive,"['buen', 'comida']"
234,"Buen ambiente, excelente café, buen desayuno, WiFi rápido. Que es no gustar",2019-01-01,Positive,['buen']
235,"Lugar especial y diferente a lo que puedes encontrar alrededor, muy lindo ambiente, digno de visitar.",2019-01-01,Positive,['lugar']
236,"¡Entrar en este lugar es como pasar por una máquina del tiempo! La comida era buena, pero parecía un poco cara.",2017-01-01,Positive,"['buen', 'lugar', 'comida']"
238,"El ambiente de los años 60 es bastante agradable, la comida es simplemente mediocre.",2018-01-01,Neutral,['comida']
239,"Bonita decoración. La comida y el servicio están bien, nada especial.",2020-01-01,Positive,"['comida', 'bien']"
240,"Gran ambiente, buena música y muy buen vermú!",2018-01-01,Positive,['buen']
241,"Buena comida, café y amplia carta de cócteles.",2023-12-01,Positive,"['buen', 'comida']"
242,"Una hamburguesa y una taza de café para almorzar, sienta bien, lo recomiendo.",2016-01-01,Positive,"['hamburguesa', 'bien']"
245,Súper hamburguesas y una gran selección de bebidas.,2018-01-01,Positive,['hamburguesa']
246,"Bonito lugar para pasar el rato. Buenas hamburguesas, bebidas y cervezas.",2016-01-01,Positive,"['hamburguesa', 'lugar']"
247,Las hamburguesas y la cordialidad del personal,2019-01-01,Neutral,['hamburguesa']
249,¡Bonito lugar! ¡Estoy deseando volver otra vez!,2017-01-01,Positive,['lugar']
250,¡Tienen buenas hamburguesas!,2022-01-01,Positive,['hamburguesa']
252,Un bonito y pequeño lugar para tomar una copa de vino o una cerveza.,2016-01-01,Positive,['lugar']
253,Súper retro. buenos gin tonics,2022-01-01,Positive,['buen']
258,"Buen lugar, buen personal.",2023-01-01,Positive,"['buen', 'lugar']"
259,Muy buenos bocadillos y hamburguesas.,2024-08-01,Positive,"['buen', 'hamburguesa']"
260,Buen sitio y gin tonics ;),2019-01-01,Positive,['buen']
264,Muy buenas hamburguesas!!,2016-01-01,Positive,['hamburguesa']
266,Carete pero está bien,2017-01-01,Positive,['bien']
269,Buena relación calidad-precio,2022-01-01,Positive,['buen']
271,Bonito y acogedor lugar.,2018-01-01,Positive,['lugar']
272,Grandes hamburguesas.,2021-01-01,Positive,['hamburguesa']
